KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
bkiShieldCharger,A main power coupling and regulator that diverts higher charge to a shield generator; increasing shield charge speed at the cost of shield strength.,,Un couplage et un régulateur d'alimentation principaux qui détournent une charge plus élevée vers un générateur de bouclier ; augmenter la vitesse de charge du bouclier au détriment de la force du bouclier.,,,,,,,,,,,,,,
TurretMSBeamLaserBlocksT2,Heavy Positron Beam Turrets (CV),,Tourelles lourdes à faisceau de positrons,,,,,,,,,,,,,,
TurretMSBeamLaserT2,Heavy Positron Beam Turret,,Tourelle lourde à faisceau de positrons,,,,,,,,,,,,,,
TurretMSBeamLaserRetractT2,Retractable Heavy Positron Beam Turret,,Tourelle lourde à faisceau de positrons (rétractable),,,,,,,,,,,,,,
TurretBABeamLaserBlocksT2,Heavy Positron Beam Turrets (Base),,Tourelles lourdes à faisceau de positrons,,,,,,,,,,,,,,
TurretBABeamLaserT2,Heavy Positron Beam Turret,,Tourelle lourde à faisceau de positrons,,,,,,,,,,,,,,
TurretBABeamLaserRetractT2,Retractable Heavy Positron Beam Turret,,Tourelle lourde à faisceau de positrons (rétractable),,,,,,,,,,,,,,
TurretGVBeamLaserBlocksT2,Heavy Positron Beam Turrets (HV/SV),,Tourelles lourdes à faisceau de positrons,,,,,,,,,,,,,,
TurretGVBeamLaserT2,Heavy Positron Beam Turret,,Tourelle lourde à faisceau de positrons,,,,,,,,,,,,,,
TurretGVBeamLaserRetractT2,Retractable Heavy Positron Beam Turret,,Tourelle lourde à faisceau de positrons (rétractable),,,,,,,,,,,,,,
TurretMSBeamLaserWeapon,Positron Cannon,,Canon à faisceau de positons,,,,,,,,,,,,,,
TurretBABeamLaserWeapon,Positron Cannon,,Canon à faisceau de positons,,,,,,,,,,,,,,
TurretGVBeamLaserWeapon,Positron Cannon,,Canon à faisceau de positons,,,,,,,,,,,,,,
TurretMSBeamLaserT2Weapon,Heavy Positron Cannon,,Canon lourd à positons,,,,,,,,,,,,,,
TurretBABeamLaserT2Weapon,Heavy Positron Cannon,,Canon lourd à positons,,,,,,,,,,,,,,
TurretGVBeamLaserT2Weapon,Heavy Positron Cannon,,Canon lourd à positons,,,,,,,,,,,,,,
TalonShaman,Tal'on Shaman,,Chaman Tal'on,,,,,,,,,,,,,,
TalonBasicsAndCommodities,Tal'on Merchant,,Marchand Tal'on,,,,,,,,,,,,,,
TalonBasicsResources,Tal'on Merchant,,Marchand Tal'on,,,,,,,,,,,,,,
Bertrams,Bertram's Arms,,Les armes de Bertram,,,,,,,,,,,,,,
OkYMedical,Ok'Y Medical,,Ok'Y Medical,,,,,,,,,,,,,,
AuntMarys,Grimgar's Garden,,Jardin de Grimgar,,,,,,,,,,,,,,
InterWeap,Inter-Weapon,,Inter-armes,,,,,,,,,,,,,,
MACorp,M.A Corp Industrial,,M.A Corp Industriel,,,,,,,,,,,,,,
MarketCafe,Market Cafe,,Café du marché,,,,,,,,,,,,,,
PaxPurgatory,Pax-Purgatory,,Pax-Purgatoire,,,,,,,,,,,,,,
MedicalIngredients,Agrinex Incorporated,,Agrinex Incorporated,,,,,,,,,,,,,,
ComponentsBasic,Micro-Mechanical,,Micro-mécanique,,,,,,,,,,,,,,
BasicWeaponTools,Nuovo Hardware,,Nuovo Hardware,,,,,,,,,,,,,,
AdvancedWeaponToolsKits,Modular Munitions,,Munitions modulaires,,,,,,,,,,,,,,
ArmorAndBoosts,Augmented Options,,Options augmentées,,,,,,,,,,,,,,
CommoditiesDefaultWhiteGoods,Station Quartermaster,,Quartier général de la station,,,,,,,,,,,,,,
CommoditiesDefaultGreyGoods,Unsanctioned Goods,,Marchandises non approuvées,,,,,,,,,,,,,,
MiningT1,Treiaz Mining Company,,Compagnie minière Treiaz,,,,,,,,,,,,,,
MiningT2,Miravella Mining Company,,Compagnie minière Miravella,,,,,,,,,,,,,,
MiningSpace,Miravella Space Mining,,Miravella Space Mining,,,,,,,,,,,,,,
MiningLava,Faeros Metal Extraction,,Faeros Extraction de métaux,,,,,,,,,,,,,,
Recycling,Com-Hazard Processing,,TraitementCom-Hazard,,,,,,,,,,,,,,
MilitaryT1,Private Military Contractor,,Prestataire militaire privé,,,,,,,,,,,,,,
MilitaryT2,Military Supply Chief,,Chef des approvisionnements militaires,,,,,,,,,,,,,,
MilitaryT3,Naval Quartermaster,,Quartier général de la marine,,,,,,,,,,,,,,
CommunicationSurveillance,Communication Surveillance,,Surveillance des communications,,,,,,,,,,,,,,
LuxuryTrader,Gold Standard Trading,,Gold Standard Trading,,,,,,,,,,,,,,
Forger,Metalsmith,,Forgeron,,,,,,,,,,,,,,
InfoHoarderALL,Data Broker,,Courtier en données,,,,,,,,,,,,,,
Sa-Refinery Foreman,Refinery Foreman,,Contremaître de raffinerie,,,,,,,,,,,,,,
Pm-Refinery Foreman,Refinery Foreman,,Contremaître de raffinerie,,,,,,,,,,,,,,
ColonySmallFood,Cook,,Cuisinier,,,,,,,,,,,,,,
ColonyLargeFood,Cook,,Cuisinier,,,,,,,,,,,,,,
PolarisManufacturingPlanet,Polaris Planetside Production,,Polaris Planetside Production,,,,,,,,,,,,,,
PolarisManufacturingSpace,Zero Horizons Manufacturing,,Fabrication Horizons Zéro,,,,,,,,,,,,,,
ManufacturingIndustrial,Non-Linear Productions,,Productions non linéaires,,,,,,,,,,,,,,
ManufacturingElectronics,Arriake Technology,,Technologie Arriake,,,,,,,,,,,,,,
ManufacturingScience,Chromium-Sierra Sciences,,Chromium-Sierra Sciences,,,,,,,,,,,,,,
ManufacturingThermal,Thermal Interactions Ltd,,Thermal Interactions Ltd,,,,,,,,,,,,,,
PolarisManufacturingRobotics,Hostile Apparatus Robotics,,Hostile Apparatus Robotics,,,,,,,,,,,,,,
ManufacturingPower,Solaris-AMP,,Solaris-AMP,,,,,,,,,,,,,,
RefiningPentaxid,Pent-MAX-It!,,Pent-MAX-It!,,,,,,,,,,,,,,
ManufacturingGases,Cloudmining Operations,,Cloudmining Operations,,,,,,,,,,,,,,
ManufacturingInterweap,Inter-Weapon Manufacturing,,Fabrique interarmes,,,,,,,,,,,,,,
RefiningChemicals,Chemmix Industrial,,Chemmix Industriel,,,,,,,,,,,,,,
ManufacturingMedical,VitaLife Pharmaceuticals,,VitaLife Pharmaceutique,,,,,,,,,,,,,,
ManufacturingLuxuryGoods,Gold Standard Warehouse,,Gold Standard Warehouse,,,,,,,,,,,,,,
ManufacturingPumpstation,Hydroflux Pumpstation,,Station de pompage Hydroflux,,,,,,,,,,,,,,
SpaceportSmall,Flight Mechanic,,Mécanicien de vol,,,,,,,,,,,,,,
SpaceportLarge,Chief Mechanic,,Chef mécanicien,,,,,,,,,,,,,,
Biolabs,Lead Researcher,,Chercheur principal,,,,,,,,,,,,,,
TransportationBoost,Transportation Booster,,Booster de transport,,,,,,,,,,,,,,
HeavyWindowBlocksSmall,Heavy Windows (Small),,Fenêtres massives S,,,,,,,,,,,,,,
HeavyWindowASmall,Window A,,Fenêtre A,,,,,,,,,,,,,,
HeavyWindowBSmall,Window B,,Fenêtre B,,,,,,,,,,,,,,
HeavyWindowCSmall,Window C,,Fenêtre C,,,,,,,,,,,,,,
HeavyWindowDSmall,Window D,,Fenêtre D,,,,,,,,,,,,,,
HeavyWindowESmall,Window E,,Fenêtre E,,,,,,,,,,,,,,
HeavyWindowFSmall,Window F,,Fenêtre F,,,,,,,,,,,,,,
HeavyWindowAInvSmall,Window A inverted,,Fenêtre inversée A,,,,,,,,,,,,,,
HeavyWindowBInvSmall,Window B inverted,,Fenêtre inversée B,,,,,,,,,,,,,,
HeavyWindowCInvSmall,Window C inverted,,Fenêtre inversée C,,,,,,,,,,,,,,
HeavyWindowDInvSmall,Window D inverted,,Fenêtre inversée D,,,,,,,,,,,,,,
HeavyWindowEInvSmall,Window E inverted,,Fenêtre inversée E,,,,,,,,,,,,,,
HeavyWindowFInvSmall,Window F inverted,,Fenêtre inversée F,,,,,,,,,,,,,,
HeavyWindowGSmall,Window G,,Fenêtre G,,,,,,,,,,,,,,
HeavyWindowGInvSmall,Window G inverted,,Fenêtre inversée G,,,,,,,,,,,,,,
HeavyWindowHSmall,Window H,,Fenêtre H,,,,,,,,,,,,,,
HeavyWindowHInvSmall,Window H inverted,,Fenêtre inversée H,,,,,,,,,,,,,,
HeavyWindowISmall,Window I,,Fenêtre I,,,,,,,,,,,,,,
HeavyWindowIInvSmall,Window I inverted,,Fenêtre inversée I,,,,,,,,,,,,,,
HeavyWindowJSmall,Window J,,Fenêtre J,,,,,,,,,,,,,,
HeavyWindowJInvSmall,Window J inverted,,Fenêtre inversée J,,,,,,,,,,,,,,
HeavyWindowKSmall,Window K,,Fenêtre K,,,,,,,,,,,,,,
HeavyWindowLSmall,Window L,,Fenêtre L,,,,,,,,,,,,,,
HeavyWindowMSmall,Window M,,Fenêtre M,,,,,,,,,,,,,,
HeavyWindowNSmall,Window N,,Fenêtre N,,,,,,,,,,,,,,
HeavyWindowOSmall,Window O,,Fenêtre O,,,,,,,,,,,,,,
HeavyWindowPSmall,Window P,,Fenêtre P,,,,,,,,,,,,,,
HeavyWindowQSmall,Window Q,,Fenêtre Q,,,,,,,,,,,,,,
HeavyWindowVSmall,Window V,,Fenêtre V,,,,,,,,,,,,,,
HeavyWindowSSmall,Window S,,Fenêtre S,,,,,,,,,,,,,,
HeavyWindowTSmall,Window T,,Fenêtre T,,,,,,,,,,,,,,
HeavyWindowUSmall,Window U,,Fenêtre U,,,,,,,,,,,,,,
HeavyWindowJGlassSmall,Window J Full Glass,,Fenêtre J tout verre coin en L,,,,,,,,,,,,,,
HeavyWindowIGlassSmall,Window I Full Glass,,Fenêtre I tout verre coin arrondie,,,,,,,,,,,,,,
HeavyWindowHGlassSmall,Window H Full Glass,,Fenêtre H tout verre coin,,,,,,,,,,,,,,
HeavyWindowGGlassSmall,Window G Full Glass,,Fenêtre G tout verre oblique,,,,,,,,,,,,,,
HeavyWindowFGlassSmall,Window F Full Glass,,Fenêtre F tout verre arrondie,,,,,,,,,,,,,,
HeavyWindowEGlassSmall,Window E Full Glass,,Fenêtre E tout verre en L,,,,,,,,,,,,,,
HeavyWindowJBottomSmall,Window J  Socket,,Fenêtre J coin en L avec socle,,,,,,,,,,,,,,
HeavyWindowIBottomSmall,Window I Socket,,Fenêtre I coin arrondi avec socle,,,,,,,,,,,,,,
HeavyWindowHBottomSmall,Window H Socket,,Fenêtre H coin avec socle,,,,,,,,,,,,,,
HeavyWindowGBottomSmall,Window G Socket,,Fenêtre G oblique avec socle,,,,,,,,,,,,,,
HeavyWindowFBottomSmall,Window F Socket,,Fenêtre F arrondie avec socle,,,,,,,,,,,,,,
HeavyWindowEBottomSmall,Window E Socket,,Fenêtre E en L avec socle,,,,,,,,,,,,,,
HeavyWindowBlocks,Heavy Windows (Large),,Fenêtres massives L,,,,,,,,,,,,,,
ArtilleryGVWeapon,150mm Tank Cannon,,150mm Canon de char,,,,,,,,,,,,,,
WeaponSV11,Tank Cannon,,Canon de char,,,,,,,,,,,,,,
bkiWeaponHVArtillery,A 150mm chrome-lined tank cannon designed to fire artillery-sized shells long distances with tremendous force.\n[c][FF0000]Low Damage vs Energy Shields,,Un canon de char chromé de 150 mm conçu pour tirer des obus de la taille d'une artillerie sur de longues distances avec une force énorme.\n[c][FF0000]Faibles dégâts par rapport aux boucliers énergétiques,,,,,,,,,,,,,,
bkiShieldGeneratorT1,"A standard-issue Shield Generator designed to offer significant protection against kinetic and explosive impacts, but can be disrupted by energy-based weapons. Offers superior protection over the Compact Shield Generator.\n[c][00BB00]Resists Kinetic weapons and Missiles, but susceptible to Lasers, Plasma and EMP.",,"Un générateur de bouclier standard conçu pour offrir une protection significative contre les impacts cinétiques et explosifs, mais peut être perturbé par des armes à base d'énergie. Offre une protection supérieure par rapport au générateur de bouclier compact.\n[c][00BB00]Résiste aux armes cinétiques et aux missiles, mais sensible aux lasers, au plasma et aux EMP.",,,,,,,,,,,,,,
bkiShieldGeneratorT2,"A military-issue Shield Generator designed to offer superior protection against hostile attack over the Standard Shield Generator.\n[c][00BB00]Resists Kinetic weapons and Missiles, but susceptible to Lasers, Plasma and EMP.\n[-][/c][66CCFF]Must be upgraded from the Standard Shield Generator using a Multitool.",,"Un générateur de bouclier militaire conçu pour offrir une protection supérieure contre les attaques hostiles par rapport au générateur de bouclier standard.\n[c][00BB00]Résiste aux armes cinétiques et aux missiles, mais sensible aux lasers, au plasma et aux EMP.\n[-][/c][66CCFF]Doit être mis à niveau à partir du générateur de bouclier standard à l'aide d'un multi-outil.",,,,,,,,,,,,,,
bkiPentaxidSeedCrystal,"Unstable, supersatured polycrystal of Pentaxium. If placed in a hydroponics unit with a supply of mineral solution it will grow and form larger crystals of Pentaxid.\n[c][FF00FF]Radioactive and Volatile. Drains power from structure grid while growing.",,"Polycristal de Pentaxium instable et sursaturé. S'il est placé dans une unité hydroponique avec une réserve de solution minérale, il se développera et formera de plus gros cristaux de Pentaxid.\n[c][FF00FF]Radioactif et volatile. Consomme de l'énergie du réseau structurel pendant sa croissance.",,,,,,,,,,,,,,
FusionReactorLarge,Fusion Reactor,,Réacteur à Fusion,,,,,,,,,,,,,,
bkiFusionReactor,"A Generator that operates by fusing two or more elements together to release massive amounts of energy.\nRequires a constant energy input to keep the reaction stable, making it suitable for high-output spacecrafts",,"Générateur qui fonctionne en fusionnant deux ou plusieurs éléments pour libérer des quantités massives d'énergie. Nécessite un apport constant d'énergie pour maintenir la réaction stable, ce qui le rend adapté aux vaisseaux spatiaux à haut rendement",,,,,,,,,,,,,,
FoodProcessorSmall,Mobile Food Processor,,Robot culinaire mobile,,,,,,,,,,,,,,
PlayerMech,Heavy Mechanoid,,Mécanoïde lourd,,,,,,,,,,,,,,
PlayerAndroid,Guard Android,,Garde Android,,,,,,,,,,,,,,
PlayerGuard,Mercenary,,Mercenaire,,,,,,,,,,,,,,
SpawnerMech,Heavy Mechanoid,,Mécanoïde lourd,,,,,,,,,,,,,,
SpawnerAndroid,Portable Android,,Android portable,,,,,,,,,,,,,,
SpawnerHumanSoldier,Mercenary Contract,,Contrat de mercenaire,,,,,,,,,,,,,,
igmEffectDehydration,"You are dehydrated!\nReplenish your fluids by drinking water, juice or tea!",,"Vous êtes déshydraté!\nFaites le plein en buvant de l'eau, du jus ou du thé!",,,,,,,,,,,,,,
igmEffectPoisonBite2,"You have been poisoned!\nThe poison has spread through your body and can only be treated with Antitoxic Pills, Injections or a Detox Kit",,"Vous avez été empoisonné !\nLe poison s'est propagé dans votre corps et ne peut être traité qu'avec des pilules antitoxiques, des injections ou un kit de désintoxication",,,,,,,,,,,,,,
ShieldRechargeBonus,[c][00FFFF]Shield Recharge,,[c][00FFFF]Recharge du bouclier,,,,,,,,,,,,,,
ShieldCapacityBonus,[c][FFBB00]Shield Capacity,,[c][FFBB00]Capacité du bouclier,,,,,,,,,,,,,,
itmAntibioticOintment,Antibiotic salve that's applied topically to the affected area to seal and treat dermal burns and infected cuts.\n\n[c][00FF00][b]Treats:[/b][-][/c]\n[c][FFFFFF]Dermal Burn[-][c][00FF00] (75%)[-][/c]\n[c][FFFFFF]Infected Wound[-][c][FF0000] (25%)[-][/c]\n[c][FFFFFF]Frostbite[-][c][FF0000] (25%)[-][/c],,Pommade antibiotique qui s'applique localement sur la zone affectée pour refermer et traiter les brûlures cutanées et les coupures infectées. \n\n[c][00FF00][b]Soigne:[/b][-][/c]\n[c][FFFFFF]Brûlure cutanée[-][c][00FF00] (75%)[-][/c]\n[c][FFFFFF]Plaie infectée[-][c][FF0000] (25%)[-][/c]\n[c][FFFFFF]Gelure[-][c][FF0000] (25%)[-][/c],,,,,,,,,,,,,,
itmAntibioticPills,"Antibiotic pills used to treat a variety of systemic infections. While it has no effect on dermal burns, it will prevent them from becoming infected.\n\n[c][00FF00][b]Treats:[/b][-][/c]\n[c][FFFFFF]Infected Wound[-][c][FFBB00] (40%)[-][/c]\n[c][FFFFFF]Frostbite[-][c][FF0000] (25%)[-][/c]\n[c][FFFFFF]Fever Attack[-][c][FF0000] (25%)[-][/c]\n[c][FFFFFF]Necrosis[-][c][FF0000] (25%)[-][/c]",,"Pilules antibiotiques utilisées pour traiter une variété d'infections systémiques. Bien qu'il n'ait aucun effet sur les brûlures cutanées, il les empêchera de s'infecter. \n\n[c][00FF00][b]Soigne:[/b][-][/c]\n[c][FFFFFF]Plaie infectée[-][c][FFBB00] (40%)[-][/c]\n[c][FFFFFF]Gelure[-][c][FF0000] (25%)[-][/c]\n[c][FFFFFF]Fièvre[-][c][FF0000] (25%)[-][/c]\n[c][FFFFFF]Nécrose[-][c][FF0000] (25%)[-][/c]",,,,,,,,,,,,,,
